detID,e,z,Ex,rdtID,de,e,rdte,tde,te,trdte,coinTime,thetaCM,target
28,6.8208,-254.749,5.05677,3,1669.03,685.63,2206,1045.73,689.4,1699.71,-31.2154,34.3219,0
23,2.72371,-243.965,9.47162,3,1600.68,nan,nan,1000.59,nan,nan,8.52101,22.3645,0
11,3.40809,-371.122,6.58278,3,852.108,3444.64,3932.29,533.897,3438.96,3937.44,-0.853755,20.8014,1
24,1.8538,-207.211,10.9901,3,1674.02,nan,nan,1048.2,nan,nan,-15.0274,19.1243,0
7,6.00833,-336.041,4.51459,3,1056.77,3231.79,3925.01,658.097,3259.5,3882.18,-12.0401,30.0856,1
14,6.97764,-194.55,5.91689,3,943.512,3338.69,3919.36,590.756,3365.33,3920.66,4.76632,36.3539,1
11,2.09616,-389.811,7.53736,3,844.104,3154.2,3667.01,526.041,3200.14,3690.76,-13.4569,12.8374,0
4,7.58884,-212.961,4.9694,1,1144.43,3492.46,3956.86,1140.24,3479.55,3956.49,14.9057,37.0368,1
21,7.8396,-383.577,1.80987,7,3242.71,nan,nan,3241.6,nan,nan,26.4185,32.6154,0
24,2.67727,-190.987,10.4294,5,1585.77,2532.52,3706.51,1792.16,2519.68,3685.93,8.75117,23.8423,2
22,6.21399,-320.252,4.57093,7,2096.47,1612.23,3148.42,2090.84,1608.78,3140.03,5.54836,31.0543,0
14,5.71257,-187.193,7.35527,3,1425.54,1363.84,2592.41,886.65,1395.38,2246.61,-12.4228,33.7558,0
24,3.66833,-195.847,9.32498,7,1852.7,2617.78,3851.59,1853.73,2614.91,3849.9,17.7147,27.5895,2
28,1.63783,-269.785,10.1137,3,861.732,3646.12,4119.94,539.597,3597.04,4101.22,24.2994,15.3776,0
1,5.25103,-368.226,4.74668,1,1174.65,2286.72,2911.96,1180.27,2277.49,2923.57,3.38564,27.1085,3
6,4.77482,-360.078,5.37614,3,921.912,3412.05,3965.37,574.613,3437.01,3976.21,0.55375,25.9958,1
1,3.5421,-376.959,6.34611,1,1129.59,3355.44,3821.88,1125.68,3344,3823.05,2.94926,21.1297,2
1,3.81341,-388.521,5.87105,1,1047.46,3856.57,4194.33,1043.91,3843.42,4194.29,2.80984,21.7605,0
14,2.1331,-178.963,11.1937,3,1027.52,2848.52,3558.34,640.256,2875.6,3480.44,-1.79766,21.5902,0
23,6.59002,-242.839,5.49865,7,1659.79,2916.99,3949.72,1661.27,2915.92,3950.1,14.3547,34.1716,0
6,2.22114,-393.489,7.35696,3,1032.64,1831.04,2658.45,646.153,1852.7,2463.44,9.05543,13.5528,0
3,3.19963,-241.621,9.02434,1,1097.98,3331.26,3772.29,1093.48,3315.83,3769.39,18.5452,24.4462,0
12,5.75457,-299.528,5.39935,3,901.956,3427.1,3961.01,563.137,3445.71,3973.43,-7.34855,30.5732,1
29,2.5886,-214.079,10.1237,5,2705.92,nan,nan,3059.96,nan,nan,31.6767,22.7201,0
4,4.82404,-203.116,8.0054,1,2298.41,1065.18,2825.04,2297.74,1059.47,2834.19,-1.86826,30.9846,3
7,2.04636,-294.716,9.27596,3,903.66,3659.1,4168.75,565.969,3587.9,4118.45,-1.06904,17.0241,0
14,1.7155,-175.776,11.674,3,925.728,2902.41,3515.75,576.262,2923.59,3464.43,19.6848,19.3273,0
9,4.03647,-193.239,8.98902,3,1786.37,844.01,2451.08,1116.23,848.513,1929.32,32.769,28.9036,0
26,1.83298,-362.737,8.26685,5,2440.78,nan,nan,2761.77,nan,nan,-24.2033,12.2936,0
20,2.01123,-419.941,7.03856,7,1766.91,1926.82,3134.6,1771.75,1924.28,3136.73,-8.7594,10.1158,0
29,6.73599,-218.135,5.7671,7,1772.56,2784.44,3931.46,1772.48,2783.77,3930.77,11.0652,35.1883,1
23,6.01486,-258.644,5.82612,5,1546.21,2848.61,3935.37,1742.31,2825.57,3922.27,-3.04149,32.4162,1
9,0.870093,-170.405,12.605,5,2007.19,902.07,2705.93,2270.16,895.97,2628.35,35.5938,12.9877,0
29,2.06384,-198.802,10.9225,7,1918.32,2365.06,3678.89,1921.07,2361.99,3678.6,8.25582,20.5922,0
4,5.88529,-207.535,6.83005,3,1550.05,1224.78,2579.48,973.125,1276.93,2214.63,-21.9853,33.5894,0
27,5.77625,-326.492,4.9173,7,1778.11,2764.6,3918.27,1770.34,2763.72,3910.29,-1.79096,29.807,1
6,2.23512,-383.579,7.52258,3,867.468,3208.73,3736.25,542.625,3224.99,3732.2,6.06406,14.1743,0
14,8.10296,-211.759,4.45567,3,1687.31,1533.7,2976.08,1054.12,1543.27,2561.98,-11.1567,38.0134,0
29,4.88809,-199.313,8.00384,7,2203.2,nan,nan,2202.38,nan,nan,22.5403,31.2734,0
1,8.21636,-355.071,1.90418,1,1316.91,3235.37,3881.66,1315.18,3222.23,3883.26,8.45057,34.1608,0
14,4.72465,-194.561,8.25412,3,1101.35,1978.79,2850.86,685.125,2000.67,2650.38,14.896,30.9522,3
9,5.76981,-205.187,6.98979,7,2989.79,770.46,3196,2988.94,769.135,3194,16.9465,33.3807,0
27,5.2076,-332.427,5.40322,7,1819.47,2647.69,3848.53,1818.73,2644.75,3845.14,10.7512,28.1326,2
9,4.95532,-191.492,8.0674,3,1211.33,1874.44,2855.87,759,1899.98,2623.56,6.3997,31.6845,3
24,0.960534,-183.371,12.2897,5,1523.19,2547.75,3667.33,1721.78,2538.05,3637.93,5.63737,13.3712,0
23,1.5701,-272.448,10.132,7,2291.47,1011.66,2774.05,2293.43,1009.62,2773.97,30.0774,14.7681,0
7,5.8646,-308.749,5.1284,1,2673.49,nan,nan,2675.06,nan,nan,-17.1711,30.5658,0
28,8.1707,-258.339,3.59468,7,1898.48,2659.22,3932.11,1901.09,2654.37,3930.04,33.341,36.8342,0
12,5.79079,-294.173,5.45315,5,2633.86,nan,nan,2977.63,nan,nan,7.60841,30.8239,0
1,4.6315,-360.897,5.5094,1,1101.41,3440.24,3872.2,1093.46,3424.47,3865.94,-6.59932,25.5302,2
7,1.96822,-336.917,8.6083,3,933.276,3149.52,3742.11,581.184,3169.55,3715.32,-13.5219,14.6675,0
14,2.9175,-213.931,9.78901,3,844.248,3358.28,3848.54,527.213,3376.45,3868.25,-12.8309,24.1705,0
9,2.58827,-200.756,10.353,3,916.512,nan,nan,568.941,nan,nan,-13.6128,23.1389,0
24,5.90829,-179.709,7.27944,7,1820.53,2690.11,3888.67,1818.99,2687.84,3885.16,11.3717,34.4351,0
12,1.35948,-303.238,9.77061,1,1513.92,2510.66,3412.59,1518.84,2499.88,3422.2,32.0205,11.4503,0
7,1.69767,-326.792,9.04236,5,1499.53,nan,nan,1695.69,nan,nan,-10.4466,13.1618,0
12,8.41024,-297.973,2.67304,7,2669.94,nan,nan,2673.64,nan,nan,24.7005,36.1421,0
14,2.32227,-196.729,10.6946,5,2384.58,nan,nan,2695.09,nan,nan,16.5109,21.9983,0
13,7.44824,-261.641,4.28862,3,1920.13,815.84,2544.94,1199.57,852.075,2016.23,-23.3863,35.3942,0
14,5.09495,-205.747,7.67993,3,1546.79,1793.08,3081.74,969.094,1821.97,2755.65,20.5621,31.6505,0
9,4.00326,-188.198,9.10941,3,853.608,1759.83,2436.02,536.972,1641.19,2142.74,8.10548,28.9435,0
7,1.30111,-290.824,10.0488,3,901.392,2746.18,3355.25,563.653,2762,3290.24,38.9962,11.5794,0
14,4.11711,-183.684,9.06865,3,950.424,3332.34,3919.86,600.075,3352.69,3917.35,1.83714,29.4412,1
27,2.95757,-297.706,8.30765,1,1109.25,2999.07,3487.03,1109.16,2982.73,3487.23,26.0454,21.566,0
22,5.51096,-311.165,5.45286,7,1768.92,2771.04,3915.74,1774.3,2767.65,3917.57,19.8905,29.6021,0
9,3.68117,-189.371,9.42238,1,1695.44,1080.29,2302.5,1699.86,1074.91,2316.46,5.93176,27.8259,0
23,8.68103,-250.704,3.19422,7,2531.76,nan,nan,2535.1,nan,nan,-7.10726,37.9321,0
13,1.83118,-258.462,10.1223,5,2613.47,nan,nan,2951.78,nan,nan,-28.9609,17.1325,0
0,6.26148,-417.113,2.86981,1,1081.53,3602.07,3998.39,1085.53,3589.7,4005.76,3.8245,28.1604,1
14,7.31801,-176.786,5.86494,3,1145.89,1998.18,2907.7,713.934,2017.26,2695.78,11.8462,37.5263,3
6,2.45864,-365.53,7.62847,3,892.716,3171.6,3725.69,559.162,3197.55,3721.3,-23.7816,16.4285,0
14,3.85715,-213.755,8.824,3,891.336,3343.61,3877.36,559.65,3330.69,3854.92,-16.1619,27.7027,0
13,4.84104,-253.733,7.12492,3,905.652,3206.11,3767.86,567.637,3234.26,3766.48,25.5029,29.5353,0
13,2.15369,-249.902,9.94823,3,2181.7,nan,nan,1366.12,nan,nan,-36.8019,19.3422,0
13,2.185,-253.985,9.84594,5,1640.99,2546.65,3763.91,1857.59,2530.07,3755.91,-9.27472,19.3667,2
14,8.33134,-197.346,4.4629,3,2018.75,nan,nan,1260.9,nan,nan,-5.56858,38.8128,0
11,2.40341,-377.818,7.46512,3,873.216,3304.5,3826.49,550.387,3302.6,3817.57,7.17363,15.5374,2
14,7.38121,-176.36,5.8065,5,2385.09,nan,nan,2702.75,nan,nan,12.5431,37.6605,0
26,5.99966,-373.489,3.88478,1,1600.3,983.94,2132.29,1592.1,975.665,2132.46,20.5641,28.9031,0
14,2.70492,-176.189,10.6548,5,2087.77,742.51,2640.57,2357.7,742.783,2567.75,21.4865,24.4123,0
3,8.39268,-278.253,3.0261,3,1236.74,1740.41,2759.32,773.606,1766.89,2505.08,12.3539,36.6672,0
26,2.03092,-359.335,8.14869,7,2954.03,775.63,3167.76,2950.76,774.222,3163.44,3.23482,14.0001,0
3,8.87726,-236.741,3.22722,1,1108.35,3491.64,3924.07,1103.74,3479.89,3924.33,24.9647,38.6451,0
24,1.71904,-171.96,11.7364,3,2123.84,nan,nan,1326.03,nan,nan,26.7885,19.4706,0
4,7.2228,-173.505,6.01958,1,2268.6,627.98,2409.93,2262.69,623.318,2415.35,-7.27014,37.4315,0
13,3.4247,-259.754,8.48231,7,2251.87,nan,nan,2248.19,nan,nan,24.3503,24.7355,0
29,3.67837,-199.443,9.25317,1,1133.55,3295.8,3772.39,1127.79,3283,3770.71,20.1791,27.5177,0
29,5.89429,-219.718,6.61349,1,943.935,3425.37,3719.01,942.694,3417.62,3725.84,7.81506,33.2611,0
13,2.35227,-251.636,9.71744,3,925.5,2979.18,3583.79,576,2999.99,3540.57,-3.68549,20.3282,0
13,1.64871,-248.65,10.4741,3,1684.61,1445.55,2895.33,1049.8,1459.64,2474.02,8.12433,16.3167,0
28,3.82152,-246.267,8.30497,7,2153.77,1312.04,2924.22,2156.1,1309.78,2924.27,28.0662,26.5894,0
24,0.827954,-182.443,12.4296,3,744.54,2664.2,3142.96,467.4,2700.69,3132.67,18.2295,12.0547,0
3,6.32141,-253.945,5.58835,1,1664.05,861.32,2079.97,1661.72,858.578,2090.27,8.12907,33.2586,0
14,5.601,-189.682,7.42869,3,916.152,3367.69,3920.82,575.438,3393.64,3933.66,-8.42055,33.4123,1
11,3.66823,-362.163,6.4733,5,2666.18,nan,nan,3014.89,nan,nan,-5.71923,22.171,0
29,2.42043,-212.724,10.319,5,2690.91,612.72,3032.31,3047.44,611.23,3083.01,9.31219,21.9692,0
4,2.21743,-204.696,10.6644,7,2284.19,nan,nan,2283.71,nan,nan,24.1835,21.2136,0
12,5.84618,-305.374,5.20497,3,1837.36,nan,nan,1150.47,nan,nan,-25.6259,30.6227,0
28,8.62624,-255.254,3.17391,7,1799.81,2741.79,3917.25,1794.96,2739.22,3910.39,-21.4041,37.713,0
23,2.16148,-259.508,9.77392,5,1626.08,2599.08,3794.96,1841.11,2583.49,3790.02,26.5534,19.0388,0
9,1.47345,-216.076,11.2166,1,1678.71,nan,nan,1678.86,nan,nan,-34.4225,16.3427,0
3,2.4002,-236.321,9.9331,7,2367.33,835.22,2681.2,2368.18,831.648,2678.69,36.5542,21.0932,0
0,4.18288,-443.823,4.54058,1,1062.32,3512.82,3901.97,1064.49,3497.58,3905.18,-11.7715,21.0484,0
1,3.77309,-395.858,5.7853,1,1062.78,3563.73,3947.64,1060.2,3545.27,3943.76,-2.2744,21.3314,1
4,6.41914,-182.965,6.69373,1,1162.88,3358.43,3854.12,1159.67,3345.35,3854.46,6.17983,35.5015,2
22,5.81725,-305.054,5.24036,7,3234.52,nan,nan,3231.93,nan,nan,8.35447,30.5612,0
11,6.56114,-390.942,3.00714,3,924.156,3327.59,3892.29,579.919,3369.6,3914.1,-4.16251,29.6959,0
3,6.08648,-258.445,5.75529,1,1136.3,3481.77,3940.13,1141.95,3468,3947.74,6.73632,32.5897,1
12,6.00209,-336.091,4.52017,1,1350.23,1848.77,2678.74,1353.56,1840.39,2689.07,4.67419,30.0689,0
21,7.67402,-361.949,2.34936,1,2524.36,nan,nan,2530.12,nan,nan,-5.07884,32.9319,0
7,1.43175,-294.746,9.86265,3,933.108,3271.42,3850.32,584.306,3289.36,3838.25,-14.6926,12.5887,0
27,4.26718,-308.416,6.78268,7,1851.58,2618.84,3851.54,1847.3,2615.71,3844.7,2.36018,26.1022,2
11,2.43437,-385.778,7.29411,5,2506.6,nan,nan,2836.49,nan,nan,-15.2668,15.3462,0
13,2.69267,-256.903,9.28056,3,883.776,3319.75,3849.43,553.519,3348.47,3866.58,8.17464,21.7906,2
1,7.93996,-375.81,1.83803,7,2430.35,660.08,2577.71,2434.8,656.568,2578.58,10.8888,33.038,0
13,1.65309,-244.467,10.543,3,895.236,2728.54,3334.1,562.275,2756.01,3282.87,-26.348,16.5102,0
14,1.90873,-174.687,11.4964,5,1918.37,1728.75,3316.58,2171.24,1725.04,3302.34,32.2227,20.5008,0
0,4.11046,-422.993,4.97416,5,1941.98,nan,nan,2197.88,nan,nan,-1.46176,21.5795,0
28,8.48917,-268.1,3.09827,7,1814.84,2717.29,3908.5,1818.36,2713.99,3908.71,35.6744,37.1199,0
7,5.06128,-305.86,6.00788,3,926.544,3338.77,3904.35,578.306,3357.2,3900.09,21.366,28.5594,0
12,3.19013,-333.209,7.45883,3,856.8,3421.7,3916.07,534.797,3437.82,3937.2,-2.58034,21.2948,1
9,6.79338,-215.554,5.75139,3,913.968,3410.83,3957.23,573.3,3406.05,3943.93,-9.99503,35.382,1
14,6.72064,-179.415,6.44091,3,915.288,3639.09,4161.3,574.003,3568.85,4107.44,-4.48469,36.2471,0
23,1.88879,-276.835,9.74431,5,1585.6,2574.72,3741.3,1796.02,2557.78,3724.66,32.8932,16.772,0
24,3.20102,-198.93,9.75438,5,2148.64,nan,nan,2442.98,nan,nan,17.2893,25.7762,0
3,2.29338,-244.888,9.89371,3,1973.56,825.61,2601.11,1233.08,840.675,2038.34,19.6072,20.2605,0
3,6.34724,-232.025,5.93436,1,1223.37,3296.42,3852.78,1224.26,3281.79,3855.38,-8.97111,33.949,0
27,4.4675,-312.017,6.51489,1,2303.7,764.04,2562.07,2294.55,758.867,2564.15,-28.0403,26.6205,0
11,4.61503,-371.429,5.34581,3,843.564,3461.36,3939.56,528.141,3435.75,3928.47,-13.0912,25.1251,1
4,2.04153,-208.097,10.7847,1,2098.29,nan,nan,2101.86,nan,nan,-37.3607,20.1656,0
26,4.03585,-382.738,5.74426,1,1749.57,1262.65,2512.72,1755.75,1252.98,2524.43,-4.61061,22.7925,0
23,2.09647,-265.691,9.73189,5,2261.31,nan,nan,2553.93,nan,nan,12.0078,18.4474,0
26,7.09755,-394.872,2.38565,3,1640.65,nan,nan,1026.64,nan,nan,-34.5038,30.7644,0
28,2.20065,-241.307,10.0495,3,1637.45,nan,nan,1029.71,nan,nan,-16.6922,19.8983,0
26,2.39582,-350.456,7.95504,3,1740.59,nan,nan,1085.54,nan,nan,-14.5002,16.733,0
21,6.70308,-397.03,2.75666,1,1620,2300.52,3320.09,1627.69,2293.42,3335.43,20.4847,29.8303,0
24,0.776921,-181.476,12.4929,5,1551.5,2728.18,3840.08,1751.47,2718.33,3831.74,-7.68903,11.5255,0
28,5.47776,-255.222,6.44071,7,1763.78,2782.57,3921.63,1764.81,2784.19,3924.08,-1.73311,31.2012,1
1,3.31057,-359.614,6.88053,5,3164.48,nan,nan,3572.32,nan,nan,-7.12822,20.8271,0
0,5.14932,-428.992,3.8104,1,1292.11,2147.67,2892.77,1302.26,2140.17,2909.94,5.7079,24.7818,3
3,4.42258,-246.102,7.6876,1,1407.45,1989.21,2854.44,1403.36,1974.94,2852.94,21.3762,28.5371,0
28,6.10344,-273.73,5.47757,7,2338.36,1043.24,2846.48,2336.28,1040.7,2842.21,23.9752,32.181,0
28,3.07946,-270.739,8.64757,3,2026.69,1315.05,3083.4,1270.6,1329.5,2564.69,-15.6033,23.0102,3
22,1.53692,-338.707,8.96356,5,1102.9,3003.96,3697.05,1238.31,2987.03,3606.09,34.9468,11.0599,0
4,2.26498,-192.56,10.8249,1,828.09,3649.96,3815.67,831.356,3636.51,3821.43,0.168941,21.8432,0
0,3.2833,-419.945,5.85995,1,1153.35,3223.08,3725.35,1153.03,3215.54,3733.17,3.01113,18.2996,0
14,2.46783,-178.709,10.8552,3,864.348,nan,nan,543.947,nan,nan,-0.499552,23.2589,0
4,5.8534,-208.099,6.85355,1,973.995,3536.82,3844.8,972.544,3521.11,3844.36,16.7622,33.4975,2
29,2.06073,-212.869,10.6828,7,2710.03,724.59,2895.42,2711.34,723.143,2895.3,19.6439,20.1123,0
7,2.21822,-338.394,8.34099,3,737.832,2880.4,3329.17,458.625,2905.51,3328.72,-3.72003,16.2149,0
13,5.05605,-242.648,7.0915,3,925.212,3351.98,3914.91,575.766,3372.98,3913.32,17.0257,30.4633,1
29,6.02584,-207.475,6.68527,5,2459.91,nan,nan,2785.3,nan,nan,11.4893,33.9208,0
1,4.13738,-390.522,5.50667,1,1013.82,3610.88,3946.03,1007.76,3597.24,3943.33,-2.9397,22.8737,1
23,5.25084,-253.524,6.70454,1,1823.22,877.67,2235.98,1821.81,872.04,2244.53,-5.57928,30.6624,0
9,5.83013,-177.954,7.39041,3,1164.59,1936.97,2869.91,730.828,1951.95,2647.36,-5.1839,34.2999,3
12,5.34835,-319.646,5.47617,3,915.468,3398.9,3947.96,572.606,3400.81,3938,2.0273,28.9133,1
9,2.12304,-181.423,11.1617,1,1824.02,1863.43,3112.92,1819.93,1852.69,3114.55,34.8684,21.461,0
14,1.0479,-207.139,11.7856,5,2146.26,1381.97,3218.19,2429.47,1374.93,3217.53,-26.6379,13.2281,0
9,3.48668,-188.924,9.63089,3,936.792,3100.94,3702.06,586.088,3135.01,3685.68,11.4757,27.1482,0
7,3.87644,-300.498,7.31995,3,967.92,3222.49,3837.77,605.625,3257,3827.21,-9.49657,25.05,2
29,5.27298,-191.045,7.74571,1,1069.07,3483.52,3881.93,1066.41,3470.27,3882.6,1.66347,32.5436,0
13,5.74634,-238.016,6.45548,3,920.568,3393.43,3947.63,574.622,3404.05,3943.25,-18.1158,32.3756,0
22,3.15581,-303.387,8.0079,7,3195.8,nan,nan,3196.7,nan,nan,29.1187,22.213,0
3,4.38193,-272.176,7.28423,1,1317.99,2104.45,2877.36,1320.06,2092.46,2883.35,-20.6639,27.6123,0
12,3.32587,-293.147,8.01043,5,2333.24,nan,nan,2640.2,nan,nan,17.6032,23.2537,0
7,3.03782,-306.144,8.08054,3,970.86,3198.85,3819.37,606.309,3208.94,3779.83,-5.91304,21.6164,2
9,3.02842,-175.157,10.3392,1,971.58,2583,2994.81,972.188,2574.3,3002.44,-5.8286,25.8037,0
11,2.30443,-383.243,7.46328,3,852.432,3218.64,3731.69,536.878,3232.29,3733.75,4.52759,14.6518,0
6,4.31201,-369.237,5.69408,3,917.88,3380.23,3933.5,572.363,3402.8,3939.75,-6.93907,24.2209,1
1,6.21012,-383.25,3.50092,1,2235.27,nan,nan,2237.19,nan,nan,-19.1312,29.1102,0
12,4.53345,-320.647,6.29935,3,849.6,3021.57,3554,531.309,3044.91,3540.8,-5.66389,26.5471,0
12,8.29176,-304.307,2.68846,1,1563.08,1009.12,2121.58,1567.29,1000.9,2132.84,17.0668,35.7527,0
24,7.51812,-190.02,5.43235,7,1778.75,2749.04,3904.5,1775.56,2745.75,3898.51,13.8123,37.5427,1
0,3.11489,-424.564,5.94596,1,1017.8,3505.71,3856.08,1016.83,3492.86,3858.62,33.7038,17.2897,0
14,8.67048,-205.061,3.97952,3,896.748,3382.81,3917.01,561.544,3381.32,3907.45,24.1486,39.1761,0
9,6.5112,-180.534,6.63943,7,2511.6,nan,nan,2516.23,nan,nan,27.6752,35.7699,0
1,6.90871,-373.135,2.9513,1,1067.35,3538.89,3929.62,1072.2,3521.57,3933.35,2.30753,31.0191,1
6,8.94952,-396.287,0.44349,7,2661.62,869.86,2984.83,2666.36,867.77,2987.28,32.1021,34.269,0
3,2.35053,-271.394,9.37746,3,2074.38,nan,nan,1297.08,nan,nan,11.3957,19.6171,0
21,4.74487,-397.489,4.76561,7,2513.88,nan,nan,2508.14,nan,nan,18.1124,24.6418,0
11,2.83945,-393.182,6.76848,1,1773.3,888.51,2201.24,1771.11,883.15,2209.34,2.18713,17.2814,0
27,3.7605,-337.346,6.8063,1,1697.43,nan,nan,1706.01,nan,nan,-13.1682,23.3949,0
20,2.48606,-453.43,6.01865,7,2711.25,nan,nan,2709.82,nan,nan,-4.02769,11.9552,0
13,6.15405,-242.787,5.95168,3,884.148,3288.05,3821.58,549.872,3305.26,3819.72,9.52701,33.2014,2
7,4.95575,-307.948,6.08113,3,933.732,3363.58,3932.8,583.781,3381.95,3930.31,-21.7061,28.198,0
6,4.83967,-358.691,5.33321,3,926.568,3372.6,3934.45,577.697,3394.25,3936.53,-14.8373,26.2359,1
13,2.34943,-253.43,9.68932,3,1051.19,2069.67,2887.06,656.747,2097.16,2718.49,-21.1246,20.2511,0
14,3.19633,-210.772,9.55644,3,980.604,3022.68,3671.44,615.797,3037.52,3617.9,28.4142,25.3973,0
0,6.11366,-458.177,2.31987,1,1202.9,3466.19,3985.48,1202.44,3454.6,3989.59,2.2183,26.4447,0
27,3.24531,-303.658,7.91196,7,1838.64,2427.3,3662.79,1835.31,2425.96,3658.48,32.509,22.5717,0
23,2.59058,-273.92,9.09089,5,1552.57,2737.27,3848.49,1756.41,2723.88,3841.43,23.3628,20.7241,0
13,6.3941,-232.314,5.88084,3,913.26,3373.31,3923.25,571.453,3393.6,3929.64,-25.7583,34.0449,0
9,2.12809,-196.791,10.8917,3,1348.8,2167.07,3238.18,845.278,2194.94,3004.8,36.1992,21.0015,0
0,4.87985,-412.994,4.36118,3,1333.31,1777.76,2878.36,830.953,1802.56,2598.1,-24.0281,24.5234,0
12,2.38301,-334.798,8.24207,3,949.248,2974.54,3600.77,593.775,3008.19,3566.55,-12.5188,17.3281,0
13,5.01473,-238.693,7.20167,3,908.856,3249.48,3809.26,569.522,3285.12,3819.23,20.828,30.4678,0
13,6.88473,-272.794,4.68368,1,1272.65,1968.84,2716.51,1274.79,1958.18,2723.75,-5.31864,33.9363,0
6,3.91335,-382.338,5.87601,3,916.116,3406.45,3955.24,578.016,3429.81,3972.41,-13.0029,22.3617,1
13,4.63046,-268.747,7.08629,3,1947.64,809.94,2564.14,1217.02,817.238,1998.85,-8.98053,28.4702,0
29,1.20335,-177.127,12.164,7,3215.48,nan,nan,3218.12,nan,nan,38.8509,15.7214,0
14,2.51605,-176.463,10.8443,5,1538.79,2679.54,3789.31,1742.44,2667.68,3776.64,9.1042,23.5521,2
13,1.90257,-264.503,9.94606,3,866.928,3041.87,3587.45,542.109,3059.89,3566.58,-2.38455,17.3447,0
14,4.86663,-210.62,7.83343,3,2024.64,nan,nan,1269.07,nan,nan,-9.81026,30.8849,0
21,2.74196,-398.46,6.77146,1,1638.1,1685.57,2789.56,1622.64,1676.8,2782.84,-3.76964,16.5269,0
12,2.34162,-332.702,8.31966,5,1335.02,2670.66,3613.32,1511.51,2652.54,3549.51,-15.5803,17.1829,0
13,5.71478,-277.063,5.82329,3,911.232,3414.36,3957.93,573.909,3429.27,3967.77,-13.4488,31.148,1
9,2.77814,-192.895,10.293,3,2253.01,nan,nan,1403.39,nan,nan,-32.7864,24.2263,0
4,2.11643,-199.713,10.8532,7,2634.23,nan,nan,2635.15,nan,nan,20.5609,20.8454,0
28,1.47476,-276.582,10.1491,7,2297.31,1039.51,2805.14,2301.96,1037.23,2807.34,26.4188,13.8418,0
13,3.94525,-254.119,8.04317,3,947.7,3237.38,3833.03,588.319,3272.12,3825.03,-19.6871,26.7655,0
4,4.38576,-177.261,8.90003,3,2184.92,nan,nan,1364.85,nan,nan,-30.3869,30.4589,0
7,3.25155,-332.717,7.40494,3,921.312,3357.27,3916.15,573.75,3380.8,3919.13,-1.04654,21.5706,1
14,5.95647,-204.763,6.80337,3,846.768,nan,nan,529.228,nan,nan,-8.27211,33.8364,0
29,4.63386,-209.572,8.09229,1,1770.93,nan,nan,1777.27,nan,nan,-11.0582,30.2537,0
23,8.07679,-258.75,3.68522,1,1981.88,541.27,2077.98,1978.71,537.057,2086.24,-14.1104,36.654,0
12,2.92587,-300.221,8.2965,3,859.98,3346.41,3851.98,540.544,3359.16,3864.29,17.6926,21.3374,2
7,5.59508,-322.666,5.16978,3,876.84,3306.5,3831.49,553.031,3366.05,3883.66,-0.613544,29.4656,2
22,2.61888,-320.231,8.2606,7,3275.14,nan,nan,3276.88,nan,nan,-3.57256,19.1565,0
14,2.37842,-175.035,11.0101,3,981.648,nan,nan,613.688,nan,nan,0.359233,22.9442,0
14,1.50903,-176.62,11.8679,3,832.176,3405.51,3879.79,525.084,3211.4,3701.07,29.6138,17.9736,0
14,5.21665,-202.279,7.61284,3,884.124,3368.23,3892.83,559.472,3365.33,3889.38,-6.07439,32.0735,0
12,5.79388,-304.901,5.26712,3,882.696,3413.89,3932.15,550.969,3418.54,3934.09,-13.1133,30.5082,1
28,2.47061,-268.284,9.30986,7,3539.97,nan,nan,3538.23,nan,nan,11.2372,20.3381,0
29,5.10693,-179.833,8.10876,3,1893.73,nan,nan,1178.07,nan,nan,34.2843,32.4279,0
4,2.64644,-198.829,10.3264,1,1022.79,3360.07,3731.06,1029.24,3347.62,3740.55,38.2824,23.4628,0
6,2.3059,-381.673,7.48991,3,929.46,3113.06,3706.31,583.106,3132.81,3680.5,-9.76775,14.7396,0
12,1.87587,-296.982,9.40355,3,949.212,3224.14,3822.61,593.447,3247.85,3805.88,35.5598,15.8519,0
3,2.78632,-243.596,9.41398,1,1059.54,3522.46,3908.07,1056,3506.23,3905.31,-8.95181,22.6559,1
7,2.26836,-300.247,8.95898,3,924.684,2977.07,3581.19,580.434,3048.3,3593.32,15.9333,18.0891,0
26,6.15643,-368.109,3.81467,7,3564.85,nan,nan,3569.04,nan,nan,27.3946,29.4538,0
28,6.44778,-252.251,5.48613,7,1329.42,3183.48,3890.75,1330.83,3183.52,3892.09,20.8794,33.5895,0
29,2.4827,-182.855,10.7688,3,2081.75,nan,nan,1300.09,nan,nan,32.3647,23.2025,0
24,8.70733,-217.924,3.72302,7,3177.98,nan,nan,3180.87,nan,nan,25.103,38.8832,0
7,2.13428,-299.191,9.11075,3,910.428,3240.03,3802.26,568.238,3261.14,3793.96,-21.1322,17.3667,0
9,7.8521,-180.479,5.24722,3,935.892,3360.87,3932.31,586.05,3387.25,3937.88,-7.87906,38.4285,1
3,5.29534,-252.037,6.68382,1,1370.66,2028.26,2856.44,1371.51,2019.25,2864.01,23.6292,30.8238,0
22,4.0895,-303.46,7.05027,7,2590.47,nan,nan,2594.86,nan,nan,24.9036,25.6798,0
11,2.48132,-361.895,7.67018,3,784.764,3504.12,3925.3,489.647,3486.31,3940.54,-5.37868,16.7188,0
14,5.17692,-197.923,7.72821,3,1982.18,nan,nan,1240.16,nan,nan,1.40146,32.0946,0
